id,Predicted Value
145902,514080.0
69969,732870.0
19415,268480.0
166007,480740.0
77099,363260.0
165060,715940.0
83958,436310.0
159471,536080.0
83720,410990.0
126307,527610.0
103489,495550.0
1710,491750.0
140457,378120.0
143252,731980.0
31521,426020.0
48398,259760.0
158106,591180.0
183351,508140.0
36329,294150.0
58647,343330.0
158180,626710.0
50306,294420.0
43052,304490.0
116418,490220.0
128952,355800.0
40700,312090.0
152864,434700.0
5484,390050.0
137358,352490.0
119971,426710.0
157901,561360.0
93104,417440.0
111613,483050.0
68834,405500.0
48793,273340.0
157798,450300.0
96777,399200.0
23259,324270.0
47724,342200.0
160557,405860.0
115602,451150.0
166580,583530.0
49147,353610.0
179505,504760.0
107826,630610.0
158498,435800.0
37784,312270.0
47227,399460.0
43714,333980.0
81650,434330.0
62290,332020.0
139091,501960.0
91809,356700.0
18727,336750.0
99968,788190.0
78851,538780.0
60482,422140.0
69072,619200.0
32569,264090.0
153572,437270.0
5472,411880.0
4421,465940.0
173566,612300.0
95871,621770.0
184262,537380.0
40371,265380.0
40444,349030.0
8257,287000.0
140044,453190.0
111268,353440.0
183917,548460.0
169999,468200.0
20317,290970.0
16219,374490.0
106539,422740.0
19403,295060.0
111346,384400.0
14881,365470.0
100493,310930.0
173175,434930.0
61035,395150.0
106625,367350.0
106931,353450.0
56934,308500.0
117929,510040.0
113039,434140.0
6384,348720.0
23179,438870.0
11652,301070.0
83827,544330.0
158994,452650.0
175899,613240.0
151,313630.0
58585,653880.0
140781,374260.0
149205,443190.0
172110,576750.0
106903,322330.0
83247,539300.0
144675,545770.0
772,262560.0
33474,309720.0
156333,333490.0
120444,521010.0
124045,508630.0
101834,433800.0
134454,436370.0
166365,539020.0
23208,447830.0
111586,538610.0
72156,321420.0
162151,435980.0
143367,675700.0
93953,366200.0
142703,463000.0
17196,278930.0
5360,332050.0
131034,389840.0
31715,706250.0
51621,708970.0
83702,427180.0
13648,428780.0
123145,690320.0
12135,261730.0
129506,448080.0
40718,404400.0
137551,413620.0
36839,378060.0
138360,552500.0
3185,451190.0
26668,230060.0
134170,456740.0
135050,656420.0
112573,447320.0
1124,232010.0
47685,251410.0
129853,587960.0
148369,430110.0
32730,281730.0
94525,360070.0
83028,552920.0
101087,409730.0
152040,452310.0
46375,470930.0
47831,395030.0
10183,289530.0
171868,514410.0
64084,410140.0
11972,256010.0
123933,434070.0
7230,318460.0
60392,474180.0
27646,378820.0
153071,335850.0
21311,335910.0
185443,650520.0
152684,488500.0
45110,441280.0
173958,520830.0
81561,396200.0
114902,534220.0
38932,329460.0
145809,489550.0
60959,449510.0
157041,346770.0
152416,437850.0
13967,406200.0
102197,434670.0
102308,600500.0
180719,645600.0
53879,313940.0
4863,565780.0
51894,438240.0
107990,606600.0
10260,331190.0
148202,454700.0
154563,579300.0
94458,686950.0
118296,356860.0
27268,261720.0
174523,695490.0
27235,222490.0
10912,496790.0
49253,286530.0
94659,706680.0
26788,316650.0
156133,407580.0
98230,480030.0
142699,463000.0
168553,528070.0
25755,431330.0
159721,565210.0
114212,531880.0
43273,445270.0
145913,351340.0
17777,289950.0
140230,815300.0
164694,452200.0
88888,345810.0
149137,655170.0
105354,480370.0
180741,646340.0
31912,377630.0
153412,409100.0
124912,438870.0
27850,298040.0
133051,606980.0
118219,450480.0
72844,627820.0
22985,290230.0
91638,354920.0
113530,484580.0
44115,361370.0
46337,631250.0
180783,490830.0
108404,419430.0
60056,363250.0
19019,297570.0
47966,448490.0
161910,504380.0
139656,404160.0
7879,349970.0
39627,275600.0
93171,459260.0
46648,316520.0
19530,472020.0
119781,423880.0
179438,567200.0
27156,353780.0
22619,223500.0
76797,298890.0
183266,665810.0
60182,275830.0
114499,482750.0
60766,495470.0
62286,345220.0
11046,799280.0
171151,465090.0
161002,612580.0
93402,535780.0
62438,315380.0
58731,376050.0
75728,520830.0
156472,534390.0
134076,464530.0
24116,363060.0
162279,451140.0
129141,401730.0
46684,372670.0
44578,433470.0
50089,360220.0
185950,740660.0
90929,326590.0
146164,364240.0
56484,347610.0
41328,370400.0
70675,982170.0
182088,746990.0
55898,342620.0
72544,515630.0
109029,496670.0
141322,592320.0
74682,432110.0
19635,349920.0
175370,575090.0
66009,411770.0
53170,494000.0
109919,357500.0
109494,394660.0
74803,386390.0
115963,611040.0
67162,273190.0
176538,680460.0
13946,447500.0
49728,244920.0
172158,590930.0
132469,375290.0
51499,372130.0
174926,577120.0
159790,526820.0
173028,653270.0
54772,379490.0
179250,726990.0
114115,482230.0
185327,681340.0
12160,231940.0
185010,645910.0
118584,490170.0
137636,407710.0
11623,303440.0
74393,374650.0
67030,366590.0
27365,276490.0
93638,342120.0
184753,781380.0
49153,433960.0
89652,514890.0
156477,650420.0
35343,301280.0
27006,458040.0
184053,879000.0
175468,695560.0
171016,428680.0
116359,402490.0
34153,531810.0
172654,478150.0
109440,555420.0
83404,587690.0
159874,515390.0
14621,300290.0
73181,419290.0
56600,271340.0
17359,534820.0
81402,648200.0
34300,262940.0
128479,413750.0
71175,447500.0
23585,353480.0
182618,596250.0
182907,657600.0
41879,675660.0
136858,348940.0
179735,526200.0
161234,532180.0
175148,692270.0
161802,517150.0
152259,378720.0
146073,423540.0
51935,256930.0
11599,306830.0
179882,756700.0
166740,657930.0
136782,554280.0
108863,461780.0
185405,636470.0
44994,309500.0
27498,386350.0
180143,673230.0
37464,308950.0
36733,287610.0
44643,260680.0
178780,753290.0
75118,363770.0
82598,346410.0
168273,486590.0
128939,449940.0
123879,621350.0
44085,310520.0
162028,436910.0
37309,781540.0
111716,721540.0
15100,235240.0
6913,336250.0
141818,470460.0
129770,369370.0
127414,471730.0
69811,549930.0
42494,285080.0
80449,387630.0
43098,433850.0
150804,380810.0
121835,435500.0
118071,366190.0
104554,666010.0
31324,356340.0
150259,437000.0
15265,273560.0
128213,334690.0
91582,333350.0
121482,382870.0
81083,341480.0
91104,664410.0
127566,434240.0
147539,504240.0
18564,297970.0
133525,409060.0
178754,679110.0
26010,388830.0
54599,286730.0
50733,560140.0
143400,580960.0
60600,322970.0
52615,386440.0
169221,541180.0
34617,365150.0
15513,244170.0
164625,707290.0
34298,292000.0
127957,346060.0
185769,500760.0
63047,439700.0
62420,362010.0
68293,530940.0
6932,324940.0
164393,570330.0
124852,440710.0
183697,578360.0
139398,551880.0
100801,447130.0
169947,423470.0
183596,853220.0
153346,532060.0
124622,519890.0
111329,351490.0
63727,447140.0
171049,430160.0
49426,396410.0
87151,467050.0
42300,262630.0
124414,767460.0
131429,396040.0
151116,423760.0
136156,458660.0
160836,501740.0
47204,276480.0
11797,320940.0
157189,702120.0
86878,587030.0
148860,567440.0
86373,628540.0
1633,319160.0
53809,425200.0
74173,403080.0
41894,770320.0
135060,352030.0
176477,601640.0
183903,796010.0
140454,347560.0
164830,543680.0
156043,688970.0
31733,735790.0
24036,285890.0
32552,253170.0
92377,558800.0
55508,589700.0
55355,293740.0
127928,528100.0
54377,467710.0
147593,748230.0
147774,431890.0
4935,290110.0
50643,342190.0
159991,460180.0
55496,927970.0
103791,570430.0
29938,430910.0
124875,400270.0
124245,336960.0
81594,407600.0
32385,337370.0
94165,518410.0
176517,688020.0
16290,342050.0
122862,809430.0
111451,362200.0
98862,373750.0
106933,372780.0
105240,331240.0
14726,296510.0
13636,422260.0
127572,389890.0
74684,439290.0
131924,391480.0
144920,492440.0
103847,522120.0
158721,530050.0
67717,438570.0
93503,894250.0
144430,378740.0
99847,456420.0
142896,475500.0
20464,249090.0
137037,361240.0
142365,456380.0
133732,414480.0
123087,472460.0
175332,627620.0
97067,332200.0
145180,986850.0
57469,392700.0
68521,436170.0
153384,444310.0
167012,444330.0
176125,642410.0
9163,271130.0
84108,419620.0
126703,416800.0
183069,528110.0
100937,378560.0
118478,405540.0
76229,401420.0
10646,271860.0
99962,794800.0
48048,348050.0
118312,451660.0
21091,778120.0
140651,457170.0
169170,641730.0
72567,536060.0
52367,299390.0
185064,672640.0
22946,257020.0
60050,403780.0
134927,461230.0
170900,539340.0
97095,398100.0
72207,416040.0
121570,467240.0
160216,493220.0
174086,496050.0
68230,650870.0
126003,406070.0
77326,334680.0
139732,429630.0
46152,273300.0
51701,923890.0
124170,421810.0
141030,537900.0
125319,377940.0
100745,357590.0
97595,485810.0
51040,407740.0
105270,461210.0
112141,597590.0
16156,485100.0
57906,276740.0
141659,460120.0
111718,866400.0
135841,416500.0
20333,304180.0
117693,483460.0
47811,377940.0
166798,572360.0
49056,311500.0
143343,548610.0
66180,959840.0
178720,797390.0
172235,525350.0
69820,537440.0
143069,409320.0
116613,378860.0
158074,503920.0
8579,400700.0
133713,337340.0
145976,859770.0
13604,882730.0
39628,299120.0
156942,433990.0
173230,616010.0
133283,440530.0
34576,480660.0
172815,477950.0
159160,534960.0
80853,375620.0
164297,437860.0
134111,521950.0
45362,301600.0
107839,560420.0
175070,686190.0
81976,476650.0
167834,607520.0
85447,449500.0
115445,564230.0
10553,361590.0
160414,432490.0
41365,290720.0
116317,458510.0
11952,241700.0
22374,328460.0
32506,274880.0
87118,419500.0
2810,405000.0
12524,250470.0
36366,418740.0
153582,438080.0
165141,582790.0
90423,488420.0
69273,630770.0
106066,371640.0
153495,486440.0
25474,328890.0
10355,385810.0
136121,471860.0
68603,550450.0
46274,374410.0
30831,270910.0
64207,380390.0
113601,584910.0
97479,418200.0
33092,322120.0
78099,416650.0
7318,283250.0
12561,252420.0
29074,386080.0
39471,341230.0
81004,435040.0
84291,599930.0
67708,440710.0
164748,685180.0
74910,519960.0
122402,383440.0
95429,493630.0
24702,243620.0
181963,602940.0
95132,560380.0
41086,337350.0
61122,279160.0
17066,467320.0
79402,505970.0
171878,636960.0
78814,467090.0
83649,440730.0
18611,289070.0
184155,601050.0
57466,405940.0
72130,463320.0
10736,265600.0
92889,617280.0
92063,308630.0
178017,904010.0
171643,578400.0
166018,470970.0
94772,468090.0
155420,374740.0
11069,436100.0
141911,404060.0
20740,291350.0
21386,350700.0
100812,448560.0
81506,422110.0
11773,335120.0
113709,340190.0
6299,295920.0
168580,599900.0
141993,376070.0
113561,531650.0
128107,389110.0
150950,436060.0
86019,535690.0
108961,558120.0
72530,332260.0
172059,542610.0
91982,322750.0
78317,518150.0
77841,478070.0
70865,405630.0
19989,289850.0
7679,310680.0
154497,483360.0
29712,338510.0
138070,408610.0
97885,407850.0
169910,490580.0
67171,335420.0
100631,463800.0
57158,326500.0
179712,571870.0
182771,626650.0
148644,407790.0
50271,384310.0
40729,379390.0
76432,380360.0
60899,338550.0
158899,387650.0
16648,341530.0
161296,546500.0
63439,471290.0
164590,737430.0
63448,434780.0
132149,435800.0
31566,344260.0
77349,383420.0
141484,474190.0
34495,343460.0
46101,316990.0
84856,448720.0
32469,393170.0
60841,327340.0
11186,273360.0
88408,439010.0
45871,271500.0
109690,364060.0
11330,250150.0
45365,273640.0
111460,388870.0
53750,281040.0
1628,388040.0
93647,370380.0
144890,605190.0
169831,553190.0
15993,281330.0
53104,388030.0
74231,361350.0
34320,356250.0
49783,279140.0
15307,265530.0
119125,607830.0
146281,452310.0
135511,446740.0
145461,385710.0
9778,475930.0
170148,470400.0
178880,555310.0
181537,495590.0
96976,514920.0
31261,451990.0
92175,383680.0
174755,601100.0
139906,355770.0
21584,360190.0
91475,308400.0
36138,318150.0
67027,366150.0
176678,633050.0
184059,757190.0
185195,605940.0
64942,306170.0
44143,813570.0
74729,364040.0
129890,506130.0
95143,467040.0
32086,233160.0
52287,252590.0
75277,549630.0
3330,249590.0
25027,318450.0
53445,294120.0
42696,263260.0
147565,561190.0
138840,463450.0
180505,596300.0
136654,486020.0
138398,363760.0
114906,616770.0
178535,600610.0
146510,486260.0
22303,318070.0
42786,268730.0
6055,307740.0
160644,559980.0
184861,610040.0
142886,391880.0
115812,460820.0
18901,298900.0
79712,976290.0
159849,575620.0
50296,265150.0
39313,316020.0
160214,506920.0
99312,335680.0
33436,287070.0
126651,566650.0
49220,278340.0
137786,414360.0
69834,577310.0
48212,351670.0
112522,355270.0
73928,606210.0
142072,537550.0
78466,552230.0
23337,383020.0
99424,529630.0
113126,412450.0
71364,369920.0
147790,459030.0
154629,406400.0
29630,311370.0
114828,439130.0
144244,1038080.0
74328,422790.0
159722,566310.0
134081,407480.0
132989,358990.0
72731,420130.0
139122,805810.0
53662,257780.0
106474,363900.0
47810,350400.0
66077,426340.0
131501,382160.0
16233,317280.0
98588,372740.0
78280,529620.0
938,335830.0
111311,404730.0
99918,521730.0
58320,276850.0
81200,448580.0
43461,368160.0
69982,710660.0
58282,686060.0
153,274730.0
102705,472200.0
51561,364700.0
60166,368000.0
93404,539450.0
43050,288700.0
156741,433720.0
100683,358930.0
13150,419490.0
93680,416840.0
84206,563820.0
179500,486920.0
83940,480940.0
79320,402880.0
27988,384880.0
5123,293790.0
167785,353330.0
141315,609230.0
158433,532770.0
182351,574160.0
36382,353830.0
87544,656240.0
15448,240940.0
158844,460020.0
32393,328870.0
49870,263440.0
72224,387600.0
146748,406970.0
159159,551760.0
153588,481210.0
135373,541260.0
45697,551880.0
40615,360830.0
140801,418640.0
78787,520110.0
97251,465630.0
153291,376910.0
567,199570.0
109649,414830.0
164,316540.0
104139,511200.0
153501,472150.0
14757,277220.0
57072,552400.0
40742,458670.0
33449,317820.0
64123,410010.0
18669,287260.0
151776,504580.0
28700,337970.0
47135,273440.0
138196,409510.0
100851,537280.0
86725,498310.0
115633,403790.0
39521,351080.0
167688,493060.0
3028,317070.0
24621,409040.0
43114,381130.0
154387,437070.0
6982,361690.0
161067,435640.0
122544,434520.0
10401,369120.0
153428,426590.0
143826,576710.0
47121,281530.0
123298,450180.0
103082,348610.0
47280,386070.0
174469,623170.0
176098,635510.0
171842,780920.0
1471,208940.0
110270,463890.0
161001,604990.0
98390,316790.0
21931,265780.0
127048,431330.0
9259,304570.0
71609,550680.0
175088,626960.0
72551,427260.0
15178,260960.0
132255,387180.0
1340,203220.0
61111,394110.0
126692,428950.0
83978,563910.0
136537,502690.0
146398,481320.0
10252,368460.0
36196,343530.0
183220,911410.0
53327,345370.0
100663,579240.0
149964,450950.0
169457,550240.0
93535,316760.0
16914,396090.0
180506,558900.0
9430,361460.0
138601,346830.0
88600,470510.0
164000,647490.0
50066,311110.0
627,242570.0
161708,562640.0
182431,544030.0
17749,290890.0
159650,579020.0
64044,637930.0
181069,558030.0
61067,275880.0
67655,543000.0
120873,535980.0
166958,701440.0
154639,412240.0
56899,745020.0
174611,667800.0
57501,229140.0
181922,706890.0
142644,398140.0
47533,406620.0
27552,299680.0
138768,483980.0
27344,280900.0
118275,292170.0
117725,506730.0
30502,308820.0
26245,461440.0
6959,398350.0
155864,398920.0
145654,420000.0
177956,701150.0
141908,444510.0
154223,333580.0
150818,497620.0
116711,476360.0
128464,538730.0
133406,367540.0
43497,414310.0
16451,295210.0
180796,506950.0
176144,682710.0
97174,425080.0
125074,578620.0
150415,372840.0
172337,420200.0
9672,391010.0
143773,503070.0
52199,410640.0
75847,673930.0
184137,606250.0
31572,366800.0
176633,555730.0
141779,481960.0
39867,301440.0
73184,401070.0
147465,426950.0
162701,454070.0
137043,404850.0
146066,526250.0
39089,411860.0
61641,862500.0
102735,462530.0
127223,411110.0
25472,363870.0
129847,594820.0
3422,401330.0
132936,645840.0
147321,537490.0
175562,997640.0
173901,378800.0
51205,433050.0
49480,296200.0
34473,427500.0
156072,405610.0
155692,461950.0
158182,634580.0
149834,874810.0
109186,553390.0
75696,657590.0
133327,560000.0
133931,472310.0
18444,305490.0
67556,379340.0
146431,444050.0
30114,352550.0
22540,234470.0
48482,370620.0
152675,532580.0
160154,626710.0
63369,328480.0
30333,313120.0
120222,346610.0
135714,349720.0
18807,369680.0
107383,499360.0
163063,476860.0
162230,496660.0
2148,250450.0
75177,564380.0
65209,316560.0
47508,389660.0
129321,422550.0
65406,396810.0
15920,389000.0
91802,355220.0
84974,430720.0
51435,339550.0
33918,361170.0
175267,464490.0
151609,833400.0
100833,470600.0
19004,303290.0
38911,325060.0
182102,507400.0
166845,447740.0
32394,328870.0
34916,257590.0
61232,520900.0
59972,352850.0
28137,402320.0
102372,493590.0
59299,378300.0
91179,308760.0
65035,476010.0
60499,280810.0
150819,521770.0
18589,263210.0
182521,729530.0
72339,389840.0
40584,316710.0
113316,360670.0
100563,423890.0
57068,575000.0
74301,436370.0
112444,584350.0
137064,662170.0
155791,629200.0
180053,636140.0
111320,376780.0
97053,510860.0
93618,419740.0
39502,405470.0
106381,425450.0
62735,455490.0
6,200920.0
83930,439710.0
148165,429910.0
69621,396460.0
105399,420670.0
80285,502170.0
90376,517320.0
123491,408010.0
65192,386160.0
74769,499660.0
31945,402310.0
77412,419620.0
150432,550710.0
144064,680510.0
104518,483470.0
27728,267330.0
63531,326300.0
157537,416720.0
137413,516700.0
103269,349970.0
90653,451330.0
140580,437400.0
184213,567150.0
63117,447030.0
135886,493880.0
101417,713610.0
88164,441480.0
172826,509090.0
5316,304170.0
140038,387860.0
139159,356250.0
98126,626500.0
153862,833710.0
102762,589980.0
47660,339470.0
8449,321330.0
110465,675280.0
108676,431130.0
99646,626780.0
152546,567210.0
38181,321090.0
98316,298630.0
133767,533970.0
2894,392030.0
82195,328320.0
158025,595820.0
72737,539240.0
43596,359240.0
144339,681380.0
156000,360810.0
177813,530450.0
31394,240230.0
122830,684220.0
76066,422940.0
174042,611170.0
163124,544030.0
15699,328710.0
20827,288140.0
185349,565340.0
71837,415320.0
49823,362120.0
157604,588490.0
724,209860.0
154300,587820.0
180056,657850.0
156935,467620.0
74947,448500.0
30418,349960.0
72005,369270.0
21045,389650.0
44436,333420.0
79717,957830.0
167978,472950.0
128993,333460.0
147150,463040.0
90268,491070.0
4853,228530.0
82269,529730.0
150058,520350.0
168669,642740.0
28678,340120.0
136618,444720.0
112918,429790.0
87984,376110.0
11887,316910.0
15132,454510.0
180208,691350.0
103177,416860.0
3472,444070.0
69019,392610.0
67138,665180.0
39702,307010.0
83611,635490.0
54302,445090.0
31150,297380.0
166185,517910.0
147950,728150.0
104580,650780.0
101580,418070.0
57002,324170.0
104919,352180.0
167132,740320.0
49878,258510.0
129828,359130.0
173752,433920.0
119767,325240.0
108118,371220.0
146521,331770.0
115365,449920.0
104284,448170.0
36103,298970.0
150986,543640.0
173203,571090.0
98103,487590.0
123600,365120.0
132302,340940.0
150364,348640.0
138944,550120.0
118062,453100.0
109377,482860.0
114728,401040.0
121530,495660.0
111439,392480.0
79718,945630.0
104388,550830.0
181377,558580.0
111907,568460.0
161414,547950.0
49976,228490.0
7110,286480.0
171533,604740.0
3386,300530.0
146363,620080.0
173336,918760.0
130235,474280.0
140903,532820.0
94470,371810.0
41139,351390.0
128490,472160.0
7360,294620.0
53209,255790.0
82443,511750.0
9015,281160.0
181494,726640.0
68586,382850.0
137609,338260.0
121928,401990.0
142653,446600.0
111139,466750.0
170297,606760.0
123319,492310.0
68492,464380.0
62477,335050.0
156369,475550.0
131336,336370.0
19631,321040.0
73792,526940.0
118380,333560.0
166106,479040.0
177176,670590.0
80546,422320.0
132201,479300.0
105905,369420.0
60075,343640.0
47894,440930.0
70465,386730.0
140123,412140.0
19194,343660.0
183497,511230.0
77235,465030.0
1544,350470.0
134641,446520.0
97256,561630.0
155654,340350.0
17227,318690.0
152392,504570.0
54113,314380.0
24126,295470.0
36116,326760.0
157809,563750.0
29413,237770.0
33500,315740.0
44996,350880.0
116087,318660.0
77655,392440.0
118670,374600.0
178372,640630.0
91309,317780.0
166838,748130.0
37682,334190.0
147941,471640.0
76001,554590.0
113584,558570.0
28339,716620.0
152856,425830.0
79492,517060.0
48300,541660.0
120725,487060.0
123669,579340.0
21941,321410.0
34593,353620.0
166712,627750.0
172499,561200.0
129736,472910.0
142070,482610.0
36362,337570.0
97731,426210.0
13535,402690.0
112341,366140.0
52133,286400.0
29996,333020.0
142957,467710.0
30219,285710.0
155860,408960.0
172038,557080.0
106470,374340.0
36284,369590.0
1830,410470.0
174480,706270.0
16518,295000.0
33891,424980.0
181942,579210.0
10188,271870.0
124937,539120.0
84724,392230.0
154217,749300.0
146327,495280.0
118268,346870.0
114484,371180.0
25112,248730.0
88360,516000.0
151031,825330.0
126597,427810.0
178195,834020.0
162159,414980.0
108215,469580.0
33525,323670.0
173526,531650.0
105791,550310.0
92122,387120.0
134910,550880.0
67529,472270.0
20849,285870.0
146248,489730.0
29502,254740.0
130067,538170.0
145435,345050.0
109330,451690.0
31080,444540.0
23745,393400.0
27737,263270.0
93438,893790.0
173039,479110.0
157944,766810.0
62557,669090.0
113863,378330.0
116897,417620.0
178003,842980.0
168380,447770.0
91121,823900.0
164986,723200.0
53241,317970.0
70752,932620.0
129457,504240.0
109636,338120.0
42502,313500.0
58454,327100.0
34765,564240.0
137222,418700.0
129638,460080.0
163941,566210.0
58286,266610.0
139281,389800.0
46195,306070.0
145510,479930.0
135165,318000.0
7663,292780.0
11451,414410.0
159778,518560.0
14436,365470.0
14281,458370.0
145672,417840.0
128923,395290.0
11180,278710.0
156826,493430.0
73975,672690.0
165217,464850.0
465,259570.0
30560,300210.0
87083,363470.0
110097,547610.0
81371,395510.0
83148,378840.0
184837,591860.0
154274,436280.0
41627,303420.0
86674,490460.0
19442,312750.0
109580,412360.0
71863,455460.0
53232,435560.0
72337,418810.0
151010,957540.0
171174,453310.0
119685,388050.0
57144,313630.0
94537,424520.0
152098,376990.0
67966,768410.0
84238,699550.0
24365,311840.0
68680,537790.0
111880,372320.0
126722,512670.0
161731,480440.0
167960,481180.0
185264,637990.0
3151,467670.0
58581,563060.0
46048,279250.0
102677,376410.0
119787,334640.0
20177,299550.0
115905,522840.0
54698,276670.0
122744,416390.0
34527,418030.0
32874,270960.0
66414,612930.0
178881,609370.0
135906,454930.0
56531,353640.0
50008,379790.0
85152,332860.0
148313,499900.0
96450,450180.0
82058,489100.0
143718,541230.0
1116,389420.0
160500,340060.0
89024,461570.0
37069,388650.0
114559,329460.0
148894,393550.0
82037,519160.0
28219,418940.0
133280,406900.0
170175,533860.0
70263,455360.0
134725,484880.0
117868,449940.0
141128,540300.0
143407,378980.0
40044,274580.0
106350,454290.0
54479,401350.0
101598,392180.0
93710,293280.0
64771,470580.0
85206,489720.0
141639,570260.0
149837,704990.0
135314,463910.0
135083,303200.0
101749,569850.0
3607,294840.0
9713,882150.0
37137,310300.0
111649,432750.0
118771,342980.0
82347,408190.0
1107,304700.0
120503,434680.0
52750,524360.0
37764,342430.0
160442,480030.0
101640,419190.0
5675,313420.0
3171,386700.0
182710,672890.0
43064,329410.0
43895,347030.0
131233,448290.0
151464,517860.0
29360,380890.0
121487,440110.0
122405,383440.0
128319,339510.0
58809,371180.0
184087,675140.0
104404,469790.0
139841,531950.0
91072,617450.0
102630,412760.0
174631,737270.0
120308,339160.0
12636,365360.0
106426,366110.0
156185,364620.0
154917,380530.0
32142,399630.0
40808,279330.0
180891,647170.0
87159,410600.0
164689,498150.0
20002,297330.0
79291,441760.0
162668,411120.0
151699,451060.0
63745,615160.0
21770,321630.0
181248,747860.0
116179,431200.0
184103,523980.0
180479,533120.0
37476,263180.0
165363,727830.0
157367,474240.0
25780,475670.0
136340,417210.0
31488,383600.0
93376,732460.0
159217,414370.0
107894,655070.0
97460,437380.0
144574,481340.0
73879,597970.0
149151,471920.0
114715,355760.0
14380,375700.0
23360,285590.0
110100,405810.0
127467,940730.0
176669,639320.0
90916,360090.0
10408,432300.0
18949,261340.0
42662,281570.0
29914,295780.0
135902,416310.0
93733,442200.0
21644,337400.0
135844,423270.0
105160,330090.0
128403,320110.0
67327,336790.0
154848,566400.0
23381,400710.0
32268,368590.0
25306,355730.0
34804,513010.0
113249,428770.0
152095,401690.0
162474,486610.0
64005,398860.0
104761,312020.0
116194,354840.0
159218,414370.0
87474,510190.0
85046,430060.0
104274,419360.0
118167,427530.0
26745,291190.0
2427,367970.0
164888,411820.0
161090,436270.0
69342,481110.0
10816,335710.0
123972,576690.0
138931,384760.0
151042,813010.0
102733,454300.0
65021,453910.0
52023,251100.0
176185,754690.0
119790,413930.0
907,249860.0
36410,294610.0
174439,557920.0
36452,325870.0
62465,385490.0
153668,420120.0
63487,376850.0
155476,480240.0
94532,387700.0
90692,444680.0
185123,584480.0
146174,444530.0
136599,559030.0
171645,612430.0
37070,354810.0
17898,303720.0
179111,710630.0
13692,387140.0
157205,438100.0
21020,412050.0
180588,540960.0
55383,283250.0
167630,452280.0
40315,363340.0
37719,291380.0
79740,778350.0
101589,393600.0
168821,526270.0
50971,331490.0
27423,257510.0
33946,415160.0
25348,376100.0
121510,434370.0
69935,750600.0
170563,670240.0
27800,284800.0
60926,358320.0
110437,587800.0
90893,738240.0
128886,332700.0
47541,359690.0
40129,291500.0
167447,763130.0
83439,378770.0
162468,494990.0
180617,489660.0
153038,457330.0
161685,717390.0
119225,464270.0
172501,633150.0
100197,381710.0
24467,420640.0
182150,542560.0
38924,352370.0
80029,366390.0
89159,467280.0
74354,403460.0
64340,426580.0
140238,396370.0
61102,334440.0
8073,378280.0
73607,395220.0
87351,524360.0
36370,298690.0
833,252210.0
144106,382620.0
81589,485830.0
67431,553790.0
43382,322310.0
184869,842950.0
182072,664990.0
49851,259610.0
120828,502800.0
78241,751420.0
107929,661940.0
128988,358910.0
97822,425810.0
166089,717900.0
41264,331040.0
38686,244330.0
3110,391390.0
37901,375760.0
103540,437110.0
99472,324340.0
85415,427600.0
54366,425950.0
105970,444610.0
36309,359860.0
174070,744260.0
80333,860090.0
173152,593800.0
123439,378050.0
71805,429900.0
185777,699650.0
95066,493670.0
183055,524560.0
36059,315180.0
450,290930.0
17877,273740.0
121132,432850.0
43943,278250.0
37243,488070.0
114407,305560.0
154431,429810.0
147629,851920.0
90715,526350.0
126819,370260.0
52776,422120.0
183307,692530.0
86011,541360.0
35143,323030.0
23439,322110.0
36760,415040.0
158057,491290.0
91466,478720.0
66140,551270.0
135192,320710.0
77287,354260.0
107297,331870.0
182422,558910.0
81755,487490.0
33727,497610.0
23061,268800.0
71869,514170.0
93180,447200.0
14227,427550.0
37517,283070.0
168926,470680.0
65761,768280.0
22595,258900.0
120721,419390.0
33625,378390.0
72556,444660.0
8883,386390.0
3912,253380.0
174114,744560.0
143968,490590.0
38162,416510.0
18878,408680.0
102911,768530.0
116950,444980.0
99931,554820.0
77679,359850.0
39672,302240.0
121070,351920.0
48815,256210.0
58556,423150.0
47613,452690.0
173479,539740.0
16970,322550.0
98239,619710.0
166238,434450.0
9858,584980.0
108269,433740.0
122479,407640.0
113382,422470.0
45892,278560.0
161550,482980.0
62195,280380.0
132254,404460.0
64811,358990.0
15387,289540.0
146193,426520.0
22202,507900.0
3767,225020.0
162924,419980.0
70842,430710.0
107160,473170.0
78260,539520.0
25705,342400.0
100479,785010.0
75214,598620.0
171338,580740.0
111645,515060.0
153329,500330.0
19185,472420.0
130445,356490.0
185154,537430.0
121224,456340.0
118401,357950.0
97275,376150.0
121020,359310.0
127972,544010.0
88733,402370.0
60503,373960.0
95725,430450.0
83425,404540.0
113792,372420.0
8207,397320.0
66210,781910.0
34395,391830.0
118260,672860.0
12717,282960.0
176406,537250.0
52382,321000.0
55206,410560.0
23855,313660.0
105434,377590.0
43156,314570.0
130899,892170.0
120838,453230.0
107984,517480.0
172167,590780.0
94177,397010.0
80071,385940.0
12679,247520.0
153251,638220.0
97977,452070.0
47590,241490.0
28740,352160.0
78015,429070.0
11701,333520.0
107921,556300.0
172244,487080.0
170413,667090.0
139466,459150.0
29477,223440.0
111534,366520.0
130008,539470.0
123866,489930.0
164508,575630.0
88663,421470.0
124833,583500.0
185481,545630.0
31142,315180.0
68932,466970.0
53645,460910.0
183219,919030.0
120665,720050.0
174846,565390.0
143694,609420.0
61233,520900.0
38354,301830.0
9890,492900.0
